ID	label	text
288	Non-depression	Я родилась в городе Саратове. В детстве я любила математику и играть в компьютерные игры. Именно это привело меня в мой университет. В 2015 году я стала студенткой. Сейчас я учусь на третьем курсе и не насколько не усомнилась в правильности принятого мою решения. Мне нравится изучать программирование и математику. Я люблю сама принимать решения и добиваться поставленной задачи. Все мои действия последовательны, а решения взвешенные. Я всегда заранее планирую своё время на встречи и мероприятия. В университете я с первого курса веду активную общественную деятельность, являюсь старостой. Моё общение с однокурсниками и преподавателями чаще всего доставляет мне удовольствие. Но иногда, как и у всех у меня бывают проблемы в общении, недопониманию со стороны окружающих, но я стараюсь улаживать конфликты мирным путем. Часто у моих одногруппников возникают какие - либо вопросы по учебе, часто они задают их мне, я всегда стараюсь помочь им пусть иногда это и не просто. Я всегда чувствую ответственность за мою группу. Я стараюсь своевременно доносить до однокурсников нужную им информацию, отслеживаю их успеваемость. Стараюсь поговорить с теми кто прогуливает, убеждая их в том, что это негативно влияет на их успеваемость. Мои организаторские способности помогают мне сплотить и направить коллектив. Мои лидерские способности могут пригодиться мне по жизни. У меня не так много друзей, но это не из-за того, что я необщительная, а больше из-за того, что я очень избирательна в людях. Я, как и большинство людей не люблю, когда врут и лицемерят. И именно поэтому меня окружает только те люди, которые смогут помочь мне в трудную минуту и которым я сама постараюсь помочь, если у них возникнут проблемы В выходные дни мы встречаемся, общаемся и мечтаем о нашем будущем. Мечтаем как мы закончим университет, пойдем на работу. Я считаю, что иметь верных друзей очень важно в наше время.
96	Depression	Мне 50 лет, я закончила МИФИ, у меня дочка 21 год, муж 23 года мы с ним живем. У меня проблема со здоровьем такого плана, что у меня расстройство настроения. То есть депрессия, подъемы и упадки. В отношениях с другими людьми у меня был контакт нормальный, но после заболевания, во время болезни я сковано себя чувствовала и стараюсь меньше общаться, только с близкими, родными и с близкими подругами, которые знают про мою проблему. Когда мне нормально, то я очень хочу много общаться и даже к чужому пристаю. И моя вот головная боль, что часто я стала болеть и как бы быстро время пролетает, что я даже это не ощущаю скорость моего хорошего настроения, время быстро летит. А когда болею, очень сильно тянется время и я жду, когда оно вновь придет, чтоб провалиться в сон. И мне бы хотелось, конечно, разобраться в этом, потому что я уже 12 лет болею. Это срок большой. Хотелось бы, чтобы меня хотя бы подольше хватало, хотя бы на полгода, чтобы я хоть как то деятельность какую-то или планы могла строить долгоиграющие, планировать свои ближайшие месяцы глобально как-то, а то какие-то мелочи только успеваю за эти два месяца. Моя головная боль, чтобы продлить срок моего хорошего состояния. Чтобы дома не сидеть, я не могу долго сидеть, задыхаюсь в четырех стенах. Моя конечная мечта – это мое здоровье, это для меня главное. А второе, чтобы у дочки было все нормально. С дочкой у меня хорошие отношения. Мы друзья. А с мужем были проблемы, потому что он, как и его мама, упрямый товарищ с противным характером и не очень самостоятельный в том плане, что мне как бы всегда и за все и в том числе и за него приходилось принимать решения. И за себя, и за дочь и за того парня. Но с дочерью у меня все нормально. После того как я заболела, она начала мне помогать с 8 лет. Она давно самостоятельный человек. Меня она устраивает. Дочь у меня в институт педагогический на психолога, как я ее и просила, пошла. Потому что она любит детей и она умеет слушать, что нужно психологу. С 10 лет она очень мудрая и как я заболела, она мне очень мудрые советы давала по ночам перед сном.
124	Non-depression	Каждый день мы контактируем с другими людьми. Многие наши проблемы связанны с коммуникацией. Каждый человек волен видеть этот мир по своему и действительно, все мы очень разные, каждый из нас имеет право на собственное мнение и как порой интересно бывает наблюдать и анализировать мнение другого человека. Когда ты начинаешь задумываться о том, как другие видят этот мир, перед тобой открывается такое необычайное множество различных мнений, на маленький вопрос, о которых ты ранее даже и не задумывался. Строя свое общение с другими людьми, независимо о от целей этого взаимодействия, будь-то искренняя помощь, сплетни или наше меркантильные цели очень важно понимать, что каждый человек строго индивидуален и его мнение спокойно может отличаться от твоей и отличаться далеко не в одном вопросе. Да и понимание того, как каждый человек чувствует себя в этом обществе и как при этом его видит это самое общество, понимание этой разницы, бесспорно помогает нам найти проблемные точки у этого человека, и чем больше мы знаем об этом человеке, там больше таких точек мы можем найти. А всегда приятно, я бы даже сказала важно чувствовать это и знать как, когда и на что нужно надавить, что бы получить нужный нам результат. Не мало важно в этом процессе понимание самого себя. Наше восприятие мира, хоть оно и отличается сильно от восприятия другого человека все равно будет иметь с ним что-то общее, и понимание своих чувств и эмоции в данной ситуации, а так же четкое понимание своих мотивов очень важно для понимания и овладения другими людьми. Поэтому самый банальный, но самый сложный вопрос для человека это вопрос о то, чего он действительно хочет, ведь только четкое честное и четкое понимания этого может сделать человека счастливым и превратить этот мир в мир его мечты. Что же касается мира в целом, то счастливое общество означает и красочный и добрый мир
233	Depression	"Я, похоже, все-таки счастливый человек. Живу на свете уже 28 лет, но счастье всегда было редким гостем в моей жизни. Наступили хорошие времена! У меня новый ПК, я пью тройную дозу антидепрессантов и хожу на психотерапию, но вообще даже думать не хочу, как моя жизнь выглядит со стороны (она довольно жалкая), всегда считал что то что внутри важней того что снаружи, и только сейчас мне ничто не мешает полностью проникнуться этим убеждением. Что мешало раньше? До конца я не понимаю, но понимаю что необходимое условие для того чтобы проникнуться — быть чем-то занятым. Я занят учебой. У меня социофобия, и я стараюсь как можно реже выбираться из дома одному (с другими, теми кого я знаю, полегче), живу в коконе. Слава Богу, работать можно не выходя из дома! Очень на это уповаю в своих профессиональных чаяниях. Сейчас я учусь на WebDev-специалиста. Опять же, положительный момент в том, что WebDev[Web Development]-программист будет нужен всегда, интернет большой, и страниц в нем много. Язык, JavaScript, мне по нраву, такое ощущение что на нем должна писать умненькая, молоденькая девушка, у которой все чистенько. Спонтанное представление, языку подходит светло-зеленый цвет в сочетании с белым, царство ума, аккуратности и красоты. И, еще один положительный момент, у любой страницы в интернете можно посмотреть исходный код, и с помощью инструментов разработчика посмотреть как она работает. Тоже хочу быть демиургом, но наблюдать за таким тоже интересно. А между тем другие люди нам всем, каждому человеку, всё-таки нужны, я даже понять не могу почему и зачем, кто так всё устроил (никто?). Люди самое неоднозначное, что есть в жизни, обобщать трудно. Однозначно сказать можно например (из немногого) то, что большинство живет не так, как задумано, или стоило бы. Я не хочу быть заложником мира, лежащего во зле, как многие, быстро кончаюсь от него. Становлюсь неадекватным. Как черту подвести? Мир прекрасен, но без людей? :) Я верю, что он всё-таки прекрасен. Но черт возьми, порой просто хочется уйти из него, в сладкой истоме. ""Всё, я всё понял (каково оно, жить), хорошо, прекрасно. Но мне как-то не подходит"""
171	Non-depression	"Я легко схожусь с людьми. Мне не составляет труда заговорить на улице, в транспорте, если нужно что-то узнать, и при этом я не навязчива. Раньше я легко кокетничала и флиртовала. Сложности обычно наступают, когда психологическая близость довольно большая. В последние года 4 по разным причинам я рассталась с несколькими значимыми подругами. Две на меня обиделись (предлоги надуманные, вполне преодолимые, если их обсуждать). С двумя подругами я сама отдалилась; не согласна мириться с тем, как со мной обошлись, это были принципиальные вещи. И еще одна - со школьных времен - подруга сильно проломила мои границы, и если бы она не приложила все усилия, чтобы сохранить наши отношения, то и с ней я бы уже не общалась. Мне очень грустно от этого. Есть представление, что если с людьми съел пуд соли, то вашим отношениям уже ничего не угрожает, и вообще близкие отношения не могут стать далекими (если говорить о дружбе, а не о браке). Зато в последние пару лет очень потеплели отношения с мамой - мне кажется, что она сама изменилась в какую-то принимающую сторону. В наше общение пришли совместные воспоминания, юмор, сюрпризы. С начальником тоже удалось многое изменить. Мы можем сотрудничать, я понимаю, что он хочет, могу спорить, аргументировать, перестала бояться, научилась не бояться и не предполагать худшее. На работе умею держать дистанцию, а вообще ко мне все относятся хорошо. Раньше я была, как открытая книга, теперь не так. Меня стали больше уважать и замечать, мою работу, я имею в виду. С детьми (у меня двое сыновей, уже взрослых), я считаю, тоже отношения более свободные, честные, уважительные и более тёплые. Я умею попросить - и это действительно просьба, в которой можно отказать; я сама умею отказать, и главное - не лезу в их жизнь. Если у меня развивается субдепрессивное состояние, то я не хочу никого видеть, отменяю встречи, мне с людьми становится неинтересно и утомительно. Большинство моего близкого окружения знают об этом и понимают. Часто мягко вытаскивают наружу, а точнее - заманивают как-то. Есть и неприятные люди, тут я полагаюсь на свою интуицию, как правило, она меня редко обманывала. От таких людей я иногда отхожу подальше или делаю ""деревянное"" лицо, не даю подойти близко. А иногда затеваю ""подковёрную"" игру с целью вывести их на чистую воду. В этом себя укоряю. Наверное, стоило бы отказаться от этой потери сил. Жизнь всё расставит сама. Ну и стоило бы не участвовать в интернет-холиварах. Это точно."
143	Depression	1) Я. С детства Я тянется страх совершить ошибку, опозориться, страх быть непонятой людьми, страх быть отвергнутой, страх оказаться в ситуации, в которой со мной поступают несправедливо или нечестно. В юношестве я очень болезненно воспринимала критику в свой адрес. Сейчас я стараюсь мириться со своими недостатками, однако целостного позитивного восприятия себя у меня нет. Я бы хотела научиться принимать себя такой, какая я есть, однако я не знаю, с чего начать. Также я часто принижаю свои заслуги, мне сложно воспринимать комплименты, я принимаю их с опаской, посколькустопроцентной уверенности в том, что человек искренне хвалит меня, нет. 2) Касательно окружающих меня других людей (обычно малознакомых, например, коллег по работе) – я хочу понравиться людям и боюсь равнодушия или насмешек с их стороны. Я довольно часто пытаюсь посмотреть на себя их глазами. Как я выгляжу со стороны и в этой ситуации главный мой страх – это выглядеть глупо. Также периодически я сравниваю себя с другими людьми (будь то друзья, коллега, родные или незнакомые мне люди на улице - манеру речи, внешность, фигуру, и подмечаю для себя их недостатки, чтобы чувствовать себя уверенно. 3) Мир В целом мире я всего лишь одна из семи миллиардов, и влияние мира на меня заключается, по моему мнению, в том, что я соблюдаю общепринятые законы общества. Гораздо большее влияние на меня оказывает мой микромир – это круг общения (родные, близкие, друзья и знакомые), и как мне кажется, для моего микромира я являюсь центром. Поскольку оказывают на него влияние, равно как и он на меня.
28	Non-depression	Я, другие, мир В нашей повседневной жизни каждому человеку свойственно отделять себя от других. Любой из нас считает себя особенным, не похожим на остальных. Мы создаем такой синоним обществу, как серая масса. До недавнего времени у меня были такие же взгляды. Все изменилось в тот период времени, когда я начал сильно сближаться с группой поначалу незнакомых мне людей. В восприятии все оставалось точно таким же – я не видел в них ничего особенного. Прошло некоторое время, теперь я знаю всех из этой группы достаточно хорошо, чтобы заявить о том, что каждый из них по-своему оригинален и неповторим. Меняя свое мировоззрение, мы меняем мир, в котором находимся. Так, после этих событий, я начал обращать больше внимания на людей, находящихся рядом со мной в общественном транспорте. В один день я осознал, что еду рядом с профессором. По внешнему виду этой женщины было невозможно определить род ее деятельности. Когда я замечал малейшие особенности поведения, речи, увлеченности людей во время поездки, моя точка зрения находила все больше доказательств своей верности. После того, как я понял, что все люди особенные, у меня встал сложный вопрос – почему же незнакомые люди в большем количестве обращаются друг к другу, как правило, из-за какого-либо раздражения, а не из-за позитивных мнений о другом человеке? На одной из лекций в моем университете я получил на него ответ. Дело в том, что инстинкт самосохранения человека включает в себя более быстрое нахождение негативных сторон чего-либо, нежели позитивных, отсюда следует, что людям гораздо проще сказать что-то плохое, чем потратить больше усилий на высказывание чего-либо хорошего и приятного о человеке. Отсюда я пришел к выводу, что каждому из нас нужно развивать в себе позитивное мышление, делиться добром с другими и просто быть счастливым. Так я создал рецепт светлой и доброй жизни.
309	Depression	Мое имя Дмитрий, мне 26 лет. Я светловолосый парень, достаточно рослый, спортивного телосложения с голубыми глазами. Родился и вырос на Украине в небольшом шахтерском городке. Во время обучения в институте крепко задумался о своем будущем, так как совсем не видел его на Украине, и сразу после получения диплома уехал в Россию – страну возможностей и перспектив. Живу и работаю в городе Москва пять лет. Занимаю должность руководителя подразделения информационной безопасности. Не могу сказать, что в жизни мне дается все легко, и чтобы занять такую должность, пришлось сменить не одну работу. Впрочем, не удивительно, поскольку я из спокойного маленького города переехал в мегаполис, где совсем другой тем жизни. Первое что бросилось в глаза – это люди, точнее их образ жизни: суета, беготня, рутина, стрессы, напряжение; думаю «куда я попал!». Я довольно добрый и общительный человек, поэтому у меня хорошие отношения с окружающими, думаю именно гибкость характера способствовала моей адаптации в обществе. Считаю, что нужно относиться к людям так, как бы сам хотел, чтобы люди относились к тебе. И пусть это не всегда работает, но благодаря этому я обзавелся не малым количеством хороших знакомых, а что более важно – настоящими друзьями, ведь когда я покинул свою страну, то начал жизнь с чистого листа. Думаю залогом успеха нашей дружбы является – бескорыстие. Мы не завидуем друг другу, не пытаемся подставить или обмануть, наши интересы совпадают, поэтому всегда весело и хорошо проводим досуг, а если возникают сложные ситуации коллективно пытаемся их решить.Главным моим увлечением является – туризм, а поскольку наши с друзьями интересы совпадают, мы часто вместе летаем заграницу. Нам нравится познавать новое и погружаться в культуру других народов, обмениваться опытом и делится интересными историями. Именно общение с местным населением формирует представление о менталитете и о стране в целом.Побывав в более чем пятнадцати странах, могу с уверенностью сказать, что все люди разные и отношение к нам было абсолютно разное. Конечно, на это повлияло много факторов, ведь ситуация в мире постоянно меняется: сегодня страны могут быть партнерами, а завтра между ними вспыхнет политический конфликт и люди волей или неволей поддаются мнению большинства. Но я считаю, что всегда нужно оставаться людьми и иметь свою правду в голове. При всем при этом, меня поразило, что в большинстве стран очень хорошо относятся к туристам и иностранцам в целом. Мои друзья говорят: это потому что они на туристах зарабатывают; вполне может быть, но, когда нам была нужна помощь – помогали и делали это бесплатно. Мне нравится путешествовать, общаться с новыми людьми, познавать новое и я уверен, что если буду предерживаться своего правила общения в дальнейшем получу еще больше впечатлений и эмоций.
266	Non-depression	Я считаю, что в мире все взаимосвязано, и каждый человек занимает определенную позицию, помогающую сохранять равновесие. Так же и я занимаю в этом мире определенное место, где для кого-то имею огромное, а для кого- то абсолютно ничтожное значение. И это нормально для каждого из нас. Все мы выполняем функции, которые нужны не только нам, мы совершаем действия, которые являются последствием или началом для других действий других людей. Мы составляем огромную цепь связей и событий. Они быстротечны и непрерывны, и, видимо, это и есть для нас мир. Ведь мир это не только физическое понятие, мы не можем существовать без других людей, без информации, мы всегда в чем-то задействованы, даже если нам кажется что это не так. Невольно мы всегда являемся часть. какого-то процесса, а иногда и сами запускаем определенный процесс. Это невероятно, что существует целый мир, в котором живет множество существ, у которых, в свою очередь, свои заботы и проблемы, это как огромная компьютерная система, только непонятно, кто руководит процессом и кто все это создал. А,может, мы сами и руководим всем миром, и от нас зависит его будущее, которое меняется ежесекундно от действий миллиардов людей. Но мне ближе теория, которая гласит о том, что есть в нашем мире высшее существо, которое уже все давно предопределила за нас. Возможно, так проще жить и понимать что что бы ты ни сделал, в итоге все случится так как должно случиться. Ведь мир всегда стремится к определенному балансу и гармонии, как и любая его составляющая. И в этом заключается его совершенство и непоколебимость. В том что есть хорошее и плохое, много и мало. Благодаря наличию полярности мы понимаем насколько ценно сохранять равновесие во всем. И всегда происходят ситуации, показывающие насколько это хорошо. Нужно ценить каждый момент жизни, каким бы он ни был. Ведь как бы ни было сейчас хорошо, все может быть хуже или лучше, и наоборот. Жизнь никогда не стоит на месте, и всегда дает то, чего мы заслуживаем на данный момент.
256	Non-depression	Я думаю, что люди, которые окружают меня каждый день, по-своему хороши. У них есть дела, заботы, мечты, развлечения, друзья. Мы разговариваем на разные темы: наши повседневные дела, учёба, работа, культура, политика и так далее. В принципе, я со многими нормально общаюсь и поддерживаю товащеские отношения, но настоящих друзей у меня немного. Лично для меня, это неплохо. Лучше иметь несколько настоящих и надёжных друзей, чем много знакомых. Я довольна своим кругом общения, более того, у меня замечательная семья. Своих родных я тоже считаю друзьями. Каждый день я чувствую поддержку от окружающих, отлично справляюсь с командной работой и стараюсь не подводить других ребят. Стать для меня настоящим другом - дело нескольких лет, потому что я редко и не сразу подпускаю к себе новых людей. Вообще, я считаю, что у меня хорошая жизнь. Я нормально живу, у меня интересная учёба, отличное жильё, я нахожусь в городе, в котором всегда мечтала жить, я посещаю театры, рестораны, кино, выставки, различные молодёжные мероприятия. Мир вокруг меня прекрасен, если каждый день просыпаться и настраивать себя на то, что многое зависит именно от меня и то, что сегодня будет происходить, можно контролировать или же просто достойно справляться с различными ситуациями. Я надеюсь, что Москва - не последний город моего постоянного места жительства, так как я люблю путешествовать и переезжать, узнавать что-то новое. Моё сочинение может показаться слишком оптимистичным и радостным, но в целом всё действительно так и есть. Конечно, иногда я сталкиваюсь с неудачами и знаю, что такое разочарование не только в каких-то профессиональных делах, но в личных. Это неизбежно, к этому отношусь философски, стараюсь быть более объективной, терпеливой и спокойной ко всем. Все люди разные, мир переменчив, погода тоже. На самом деле, не всё так страшно, как кажется на первый взгляд.
235	Non-depression	Человек - часть огромной системы . Он постоянно взаимодействует с окружающими его людьми и не может полноценно существовать вне общества . Человек излучает свет, а общество отражает его. Все в этом мире взаимосвязано . Каждый человек играет определённую роль в жизни другого и оказывает определённое влияние, как плохое так и хорошее . Так же особое воздействие на нас оказывает и окружающий нас мир. Общество в совокупности с окружающим нас миром формирует личность и составляет основу его внутренней гармонии. Человек может достичь полной гармонии с самим собой только тогда, когда у него нет конфликта с окружающими, самим собой и, конечно же, с миром. Окружающий нас мир - природа, которая является нашим домом, который человек сам же и разрушает . Трагедия человека заключается в том, что он сам создаёт себе проблемы . Он возводит заводы на месте зелёных лесов, заполняет некогда чистый воздух удушающим чёрным дымом, убивает беззащитных невинных животных и тем самым разрушает баланс мира. Он делит окружающих на группы исходя из различных особенностей, расы, цвета кожи, разреза глаз, веры,ориентации, политических интересов и т д, а потом презирает ту или иную группу . Заполняет сердце ненавистью к тем, кто не относится к его «категории». Важно понимать, что нет ничего плохого в том, что все мы отличаемся дуг от друга, ведь человек- это индивидуальность, личность, непохожая на остальных . Все мы люди и все мы равны перед Богом . Вряд ли кто-то будет помнить о различиях перед лицом смерти. Важно видеть внутреннюю красотку человека, научиться видеть в нем человека . Таким образом,человек сам все усложняет . Но на самом деле все просто . Для меня достижение гармонии возможно только тогда, когда мы перестанем «делить людей» по каким-либо признакам и осознаем всю красоту окружающего мира, пока не стало слишком поздно.
190	Non-depression	"Пожалуй, размышляя на тему "" Я, другие, мир"" необходимо проанализировать мои собственные отношения с окружающими меня людьми и миром. Для меня это достаточно сложная тема, потому что каким-то образом во мне совмещаются экстраверт и интроверт и порой сложно объяснить людям, почему это всегда веселая, заводная ""я"" хочет побыть некоторое время одна. Мне нравится заводить новые знакомства, но порой, когда я совершенно к этому не расположена, контактировать с новыми людьми бывает сложновато. Всегда страшно, что не найдется общей темы для разговора, я не понравлюсь человеку. Иногда я задумываюсь, а ведь кто-то из моих новых знакомых может переживать о том же самом. Это ведь нормально - переживать о том, что подумает о тебе другой, совершенно незнакомый тебе человек. Наверное, именно поэтому я к людям привыкаю достаточно долго. С человеком, с которым я знакома едва-едва, мне морально сложно будет расширить рамки своего доверия, чтобы разговор был максимально непринужденным, особенно если я чувствую, что мы с ним из разных миров, у нас разные приоритеты и взгляды на мир. Однако я не раз замечала, что как только я начинаю привыкать к кому-то, отпускаю ситуацию и уже не так сильно забочусь о том, какой предстану в чужих глазах, то и общение становится гораздо легче, да и сам человек начинает ко мне тянуться, хоть мы действительно очень разные. Наверное, лучшее решение моей проблемы - не заморачиваться. Хотя это только сказать легко. Говоря о мире, стоит, конечно же, это связать с тем, что знакомство с новыми людьми расширяют границы твоего собственного мира. Вначале твой мир размером с тебя и твоих близких людей: родителей, братьев, сестер и других. С каждым новым знакомством твой мир становится чуть больше, а вместе с этим меняется и твоё отношение к окружающим и в целом к жизни. Поэтому так важно заводить новых знакомых и не бояться этого - от каждого мы учимся чему-то новому и расширяем свой собственный мир."
